id,ancien_nom,nouveau_nom,categorie,image
cat-7848,T-60,T-60 — Brissonneau et Lotz — Livre actuelle avec nouveau logo CP pour la T-62,locomotive,img/catalog/F_Metric/CP_T60_E6b.gif
cat-7850,ABH1,ABH1 — ABH — ZZ-1 6,wagon,img/catalog/F_Metric/CP_ABH1_CB_R.gif
cat-7851,ABH1,ABH1 — ABH — Livre bleu-beige,wagon,img/catalog/F_Metric/CP_ABH1_BB_R.gif
cat-7852,ABH1,ABH1 — ABH — Deuxime version de la livre bleu-beige (ave toit bleu fonc)…,wagon,img/catalog/F_Metric/CP_ABH1_BB2_R.gif
cat-7853,ABH1,"ABH1 — ABH — X 326 : ex ZZ-6 rnov en 1984 : suppression des jupes, livre avec…",wagon,img/catalog/F_Metric/CP_ABH1R_B_R.gif
cat-7854,ABH1,ABH1 — ABH — ZZ-1 et 2 transformes en ZZ-21 et 22 pour assurer le train…,wagon,img/catalog/F_Metric/CP_ABH1_AA1_R.gif
cat-7855,ABH5,"ABH5 — ABH — ZZ-7 12, srie raccourcie (1 trave en moins)",wagon,img/catalog/F_Metric/CP_ABH5_CB_R.gif
cat-7856,ABH5,ABH5 — ABH — ZZ-7 12,wagon,img/catalog/F_Metric/CP_ABH5_BB_R.gif
cat-7857,ABH5,ABH5 — ABH — X 320 : ex ZZ-10 (renumrotation en 1984),wagon,img/catalog/F_Metric/CP_ABH5_TEE_R.gif
cat-7858,A 150 D,A 150 D — Billard — 211 214,voiture,img/catalog/F_Metric/CP_A150D_BBTB_R.gif
cat-7859,A 150 D,A 150 D — Billard — 212,voiture,img/catalog/F_Metric/CP_A150D_TEE_R.gif
cat-7860,CFD 1re srie,CFD 1re srie — CFD — Livre jaune d'origine,wagon,img/catalog/F_Metric/CP_CFD_1S_J_R.gif
cat-7861,CFD 1re srie,"CFD 1re srie — CFD — Livre ""genre CC 6500"" des annes '80",wagon,img/catalog/F_Metric/CP_CFD_1S_TEE_R.gif
cat-7862,CFD 1re srie,CFD 1re srie — CFD — Livre bleue (X 303),wagon,img/catalog/F_Metric/CP_CFD_1S_B2_R.gif
cat-7863,CFD 1re srie,"CFD 1re srie — CFD — Livre actuelle, climatisation",wagon,img/catalog/F_Metric/CP_CFD_1S_E6_R.gif
cat-7864,CFD 2me srie,"CFD 2me srie — Autorails — Livre ""genre CC 6500"" des annes '80",wagon,img/catalog/F_Metric/CP_CFD_2S_TEE_R.gif
cat-7865,CFD 2me srie,"CFD 2me srie — Autorails — Livre bleue, climatisation",wagon,img/catalog/F_Metric/CP_CFD_2S_B_R.gif
cat-7866,CFD 2me srie,"CFD 2me srie — Autorails — Livre actuelle, climatisation [CP_CFD_2S_E6]",wagon,img/catalog/F_Metric/CP_CFD_2S_E6_R.gif
cat-7867,CFD 2me srie,"CFD 2me srie — Autorails — Livre actuelle, climatisation [CP_CFD_X307_E6]",wagon,img/catalog/F_Metric/CP_CFD_X307_E6_R.gif
cat-7868,AMP 800,AMP 800 — Livre d'origine,wagon,img/catalog/F_Metric/composed/AMP_800_Livre_d_origine_5.png
cat-7869,AMP 800,AMP 800 — Livre actuelle de la rgion (Zou! Rgion sud),wagon,img/catalog/F_Metric/composed/AMP_800_Livre_actuelle_de_la_rgion__Zou__Rgion_s_5.png
cat-7870,R210D2,"R210D2 — Remorques Billard — RL 1 3, directement livres aux CP",automotrice,img/catalog/F_Metric/CP_Billard_R210D2_CB_R.gif
cat-7871,R210D2,R210D2 — Remorques Billard — Livre bleu-beige,automotrice,img/catalog/F_Metric/CP_Billard_R210D2_BB_R.gif
cat-7872,R210D2,R210D2 — Remorques Billard — Livre jaune,automotrice,img/catalog/F_Metric/CP_Billard_R210D2_J_R.gif
cat-7873,R210D,"R210D — Remorques Billard — RL 4, 5 et 7, acquises auprs d'autres rseaux",automotrice,img/catalog/F_Metric/CP_Billard_R210D_BB_R.gif
cat-7874,R210D,R210D — Remorques Billard — RL 4 et 5,automotrice,img/catalog/F_Metric/CP_Billard_R210D_J_R.gif
cat-7875,R210D,"R210D — Remorques Billard — RL 6, avec WC",automotrice,img/catalog/F_Metric/CP_Billard_R210DW_J_R.gif
cat-7876,AT,AT — Livre d'origine,wagon,img/catalog/F_Metric/CP_AT_CB_R.gif
cat-7877,AT,AT — Livre verte,wagon,img/catalog/F_Metric/CP_AT_V_R.gif
cat-7878,AT,AT — Livre vert et crme,wagon,img/catalog/F_Metric/CP_AT_VC_R.gif
cat-7879,AT,"AT — Livre ""genre CC 6500"" des annes '80",wagon,img/catalog/F_Metric/CP_AT_TEE_R.gif
cat-7880,Motrice,Motrice — TGV Postal — Livre initiale,voiture,img/catalog/F_Poste/TGVP_M_R.gif
cat-7881,Remorque d'extrmit,Remorque d'extrmit — TGV Postal — Livre initiale,voiture,img/catalog/F_Poste/TGVP_RE_R.gif
cat-7882,Remorque intermdiaire,Remorque intermdiaire — TGV Postal — Livre initiale,voiture,img/catalog/F_Poste/TGVP_RI_R.gif
cat-7883,Motrice,Motrice — TGV Postal — Deuxime livre,voiture,img/catalog/F_Poste/TGVP2_M_R.gif
cat-7884,Remorque d'extrmit,Remorque d'extrmit — TGV Postal — Deuxime livre,voiture,img/catalog/F_Poste/TGVP2_RE_R.gif
cat-7885,Remorque intermdiaire,Remorque intermdiaire — TGV Postal — Deuxime livre (une remorque sur deux sans grand logo),voiture,img/catalog/F_Poste/TGVP2_RIPL_R.gif
cat-7886,Remorque intermdiaire,Remorque intermdiaire — TGV Postal — Deuxime livre (une remorque sur deux avec grand logo),voiture,img/catalog/F_Poste/TGVP2_RIGL_R.gif
cat-7887,Motrice,Motrice — TGV Postal — Troisime livre (2005 - 2006),voiture,img/catalog/F_Poste/TGVP3_M_R.gif
cat-7888,Remorque d'extrmit,Remorque d'extrmit — TGV Postal — Troisime livre,voiture,img/catalog/F_Poste/TGVP3_RE_R.gif
cat-7889,Remorque intermdiaire,Remorque intermdiaire — TGV Postal — Troisime livre (une remorque sur deux sans logos),voiture,img/catalog/F_Poste/TGVP3_RISL_R.gif
cat-7890,Remorque intermdiaire,Remorque intermdiaire — TGV Postal — Troisime livre (une remorque sur deux avec logos),voiture,img/catalog/F_Poste/TGVP3_RIAL_R.gif
cat-7891,X 94750,X 94750 — Autorails — Livre initiale,voiture,img/catalog/F_Poste/X94750_P1_R.gif
cat-7892,X 94750,X 94750 — Autorails — Deuxime livre avec logos La Poste du milieu des annes '80,voiture,img/catalog/F_Poste/X94750_P2_R.gif
cat-7894,Allge type 1924,Allge type 1924 — Anciens types de 16m,voiture,img/catalog/F_Poste/VP/Poste_PE16_1924.gif
cat-7895,Mixte,Mixte — Type OCEM de 10m — Mixte ambulant / allge,voiture,img/catalog/F_Poste/VP/Poste_PA10_TN_R.gif
cat-7896,Mixte,"Mixte — Type OCEM de 10m — Marquages UIC, toit brun",voiture,img/catalog/F_Poste/VP/Poste_PAE10_B_R.gif
cat-7898,PA16,PA16 — Ambulants PA16 et allges PE16 — Ambulants,voiture,img/catalog/F_Poste/VP/Poste_PA16_TN_R.gif
cat-7899,PA16,"PA16 — Ambulants PA16 et allges PE16 — Marquages UIC, toit brun",voiture,img/catalog/F_Poste/VP/Poste_PA16_B_R.gif
cat-7900,PA16,"PA16 — Ambulants PA16 et allges PE16 — Livre ""La Poste"" de 1985",voiture,img/catalog/F_Poste/VP/Poste_PA16_J_R.gif
cat-7901,PE16,"PE16 — Ambulants PA16 et allges PE16 — Premier type de transformations, par…",voiture,img/catalog/F_Poste/VP/Poste_PE16D_TN.gif
cat-7902,PE16,"PE16 — Ambulants PA16 et allges PE16 — Marquages UIC, toit brun",voiture,img/catalog/F_Poste/VP/Poste_PE16D_B.gif
cat-7903,PE16,"PE16 — Ambulants PA16 et allges PE16 — Deuxime type de transformations, partir…",voiture,img/catalog/F_Poste/VP/Poste_PE16_B_R.gif
cat-7904,PE16,"PE16 — Ambulants PA16 et allges PE16 — Livre ""La Poste"" de 1985",voiture,img/catalog/F_Poste/VP/Poste_PE16_J_R.gif
cat-7906,Allges ex-mixtes AL,Allges ex-mixtes AL — Mixtes ambulants / allges type AL — Transformation en allges au cours…,voiture,img/catalog/F_Poste/VP/Poste_PE16AL_B_R.gif
cat-7907,Allges ex-mixtes AL,"Allges ex-mixtes AL — Mixtes ambulants / allges type AL — Livre ""La Poste"" de 1985",voiture,img/catalog/F_Poste/VP/Poste_PE16AL_J_L.gif
cat-7908,Allges ex-mixtes AL,Allges ex-mixtes AL — Mixtes ambulants / allges type AL — Modernisation complmentaire avec…,voiture,img/catalog/F_Poste/VP/Poste_PE16AL_Y24_B_R.gif
cat-7909,Allge type 1924,Allge type 1924 — Type 1924 — Non amnages [Poste_PE18_TN],voiture,img/catalog/F_Poste/VP/Poste_PE18_TN.gif
cat-7910,Allge type 1924,Allge type 1924 — Type 1924 — Non amnages [Poste_PE18S_B],voiture,img/catalog/F_Poste/VP/Poste_PE18S_B_R.gif
cat-7911,Allge type 1924,Allge type 1924 — Type 1924 — Non amnages [Poste_PE18_Y24_J],voiture,img/catalog/F_Poste/VP/Poste_PE18_Y24_J_R.gif
cat-7912,Allge type 1924,Allge type 1924 — Type 1924 — Amnages : modification consistant en l'ajout d'un WC et…,voiture,img/catalog/F_Poste/VP/Poste_PE18a_B_R.gif
cat-7913,Allge type 1924,Allge type 1924 — Type 1924 — Amnages [Poste_PE18a_J],voiture,img/catalog/F_Poste/VP/Poste_PE18a_J_R.gif
cat-7914,Allge type 1924,Allge type 1924 — Type 1924 — Amnages [Poste_PE18a_Y24_J],voiture,img/catalog/F_Poste/VP/Poste_PE18a_Y24_J_R.gif
cat-7915,Allge type 1931,Allge type 1931 — Type 1931 — Amnages,voiture,img/catalog/F_Poste/VP/Poste_PE18FL_TN_R.gif
cat-7916,Allge type 1931,"Allge type 1931 — Type 1931 — Marquages UIC, toit brun",voiture,img/catalog/F_Poste/VP/Poste_PE18FL_B_R.gif
cat-7917,Allge type 1931,Allge type 1931 — Type 1931 — Deux exemplaires ont t peints en 1974 / 75 aux couleurs…,voiture,img/catalog/F_Poste/VP/Poste_PE18FL_JP_R.gif
cat-7918,Allge type 1931,Allge type 1931 — Type 1931 — Bogies Y24,voiture,img/catalog/F_Poste/VP/Poste_PE18FL_Y24B_J2_R.gif
cat-7920,Allge type 1924,"Allge type 1924 — Allges Mditerranne — Marquages UIC, toit brun",voiture,img/catalog/F_Poste/VP/Poste_PEMed_R.gif
cat-7921,PA21,PA21 — Ambulants,voiture,img/catalog/F_Poste/VP/Poste_PA21_TN_R.gif
cat-7922,PA21,PA21 — Ambulants — Intercirculation par soufflets,voiture,img/catalog/F_Poste/VP/Poste_PA21S_B_R.gif
cat-7923,PA21,PA21 — Ambulants — Intercirculation avec bourrelet UIC mont sur caisson,voiture,img/catalog/F_Poste/VP/Poste_PA21B_B_R.gif
cat-7925,PA21 blanc / jaune,"PA21 blanc / jaune — Ambulants — Livre ""La Poste"" de 1985 [Poste_PA21_J]",voiture,img/catalog/F_Poste/VP/Poste_PA21_J_R.gif
cat-7926,PA21 blanc / jaune,"PA21 blanc / jaune — Ambulants — Sans logo ""PTT"" [Poste_PA21_J2]",voiture,img/catalog/F_Poste/VP/Poste_PA21_J2_R.gif
cat-7927,PA21 blanc / jaune,"PA21 blanc / jaune — Ambulants — Livre ""La Poste"" de 1985 [Poste_PA21Y_J]",voiture,img/catalog/F_Poste/VP/Poste_PA21Y_J_R.gif
cat-7928,PA21 blanc / jaune,"PA21 blanc / jaune — Ambulants — Sans logo ""PTT"" [Poste_PA21Y_J2]",voiture,img/catalog/F_Poste/VP/Poste_PA21Y_J2_R.gif
cat-7929,PAE21,PAE21 — Mixtes ambulants / allges — Intercirculation par soufflets,voiture,img/catalog/F_Poste/VP/Poste_PAE21S_B_R.gif
cat-7930,PAE21,PAE21 — Mixtes ambulants / allges — Intercirculation avec bourrelet UIC mont…,voiture,img/catalog/F_Poste/VP/Poste_PAE21B_B_R.gif
cat-7932,PE21,PE21 — Allges,voiture,img/catalog/F_Poste/VP/Poste_PE21_TN_R.gif
cat-7933,PE21,PE21 — Allges — Intercirculation par soufflets [Poste_PE21S_B],voiture,img/catalog/F_Poste/VP/Poste_PE21S_B_R.gif
cat-7934,PE21,PE21 — Allges — Intercirculation avec bourrelet UIC mont sur caisson [Poste_PE21B_B],voiture,img/catalog/F_Poste/VP/Poste_PE21B_B_R.gif
cat-7935,PE21,PE21 — Allges — Intercirculation par soufflets [Poste_PE21SY_B],voiture,img/catalog/F_Poste/VP/Poste_PE21SY_B_R.gif
cat-7936,PE21,PE21 — Allges — Intercirculation avec bourrelet UIC mont sur caisson [Poste_PE21BY_B],voiture,img/catalog/F_Poste/VP/Poste_PE21BY_B_R.gif
cat-7937,PE21 livre prototype,PE21 livre prototype — Allges — Deux allges ont t peintes en 1974 aux couleurs jaunes de la…,voiture,img/catalog/F_Poste/VP/Poste_PE21SY_JP_R.gif
cat-7938,PE21 livre prototype,PE21 livre prototype — Allges — Deuxime exemplaire avec intercirculation avec bourrelet UIC…,voiture,img/catalog/F_Poste/VP/Poste_PE21BY_JP_R.gif
cat-7939,PE21 blanc / jaune,"PE21 blanc / jaune — Allges — Livre ""La Poste"" de 1985",voiture,img/catalog/F_Poste/VP/Poste_PE21_J_R.gif
cat-7940,PE21 blanc / jaune,PE21 blanc / jaune — Allges — Bogies Y24 [Poste_PE21Y_J],voiture,img/catalog/F_Poste/VP/Poste_PE21Y_J_R.gif
cat-7941,PE21 blanc / jaune,PE21 blanc / jaune — Allges — Bogies Y24 [Poste_PE21Y_J2],voiture,img/catalog/F_Poste/VP/Poste_PE21Y_J2_R.gif
cat-7943,PAE21 AL,PAE21 AL — Mixtes ambulants / allges type AL [Poste_PAEAL21_TN],voiture,img/catalog/F_Poste/VP/Poste_PAEAL21_TN_R.gif
cat-7944,PAE21 AL,PAE21 AL — Mixtes ambulants / allges type AL [Poste_PAEAL21_B1],voiture,img/catalog/F_Poste/VP/Poste_PAEAL21_B1_R.gif
cat-7946,Allges ex-Tri-Paquets,Allges ex-Tri-Paquets — Voitures Tri-Paquets — Transformation en allges au cours des annes '60,voiture,img/catalog/F_Poste/VP/Poste_TPPE21SY_B_R.gif
cat-7947,Allges ex-Tri-Paquets,Allges ex-Tri-Paquets — Voitures Tri-Paquets — Intercirculation avec bourrelet UIC mont sur…,voiture,img/catalog/F_Poste/VP/Poste_TPPE21BY_B_R.gif
cat-7948,Allges ex-Tri-Paquets,"Allges ex-Tri-Paquets — Voitures Tri-Paquets — Livre ""La Poste"" de 1985",voiture,img/catalog/F_Poste/VP/Poste_TPPE21BY_J_L.gif
cat-7949,PA 26,PA 26 — Ambulants — Livre brune,voiture,img/catalog/F_Poste/VP/Poste_PA26_B_R.gif
cat-7950,PA 26,"PA 26 — Ambulants — Livre ""La Poste"" de 1985",voiture,img/catalog/F_Poste/VP/Poste_PA26_J_R.gif
cat-7951,PA 26,"PA 26 — Ambulants — Sans logo ""PTT""",voiture,img/catalog/F_Poste/VP/Poste_PA26_J2_R.gif
cat-7952,PE 26,PE 26 — Allges — 1 seul exemplaire construit en version allge,voiture,img/catalog/F_Poste/VP/Poste_PE26_B_R.gif
cat-7953,PE 26,"PE 26 — Allges — Livre ""La Poste"" de 1985, mais sans logo ""PTT""",voiture,img/catalog/F_Poste/VP/Poste_PE26_J2_R.gif
cat-7954,PE 26,"PE 26 — Allges — Allges ""conteneurises"" : 10 ambulants modifis en 1993",voiture,img/catalog/F_Poste/VP/Poste_PEC26_J2.gif
cat-7955,Ex CIWL 8 portes,Ex CIWL 8 portes — Allge ex CIWL 8 portes,voiture,img/catalog/F_P/NMPP_CIWL8P_E3_R.gif
cat-7956,Ex CIWL 8 portes,Ex CIWL 8 portes — Allge ex CIWL 8 portes — Numros UIC,voiture,img/catalog/F_P/NMPP_CIWL8P_UIC_R.gif
cat-7960,2000,2000 — Locomotives — Type anglais rachet d'occasion (2001 2003),locomotive,img/catalog/F_P/CFD_Class20_R.gif
cat-7961,A75D,A75D — Autorails — Autorails lgers de type Billard A75D,wagon,img/catalog/F_P/CFD_A75DB_R.gif
cat-7962,A75D,"A75D — Autorails — Autorails lgers de type Billard A75D, deuxime srie…",wagon,img/catalog/F_P/CFD_A75DM_R.gif
cat-7964,VH,VH — CFS-NE — 3 autorails numrots VH 22 24,wagon,img/catalog/F_P/CFSNE_VH_R.gif
cat-7966,BB General Electric,BB General Electric — CFTA — Ex SE,locomotive,img/catalog/F_P/CFTA_BBGE.gif
cat-7967,4800,"4800 — CFTA — Locomotives de type BB 63500, moteur 825 ch",wagon,img/catalog/F_P/CFTA_4800_R.gif
cat-7970,X 97150,X 97150 — CFTA Bretagne — Numrotation bizarre pour trois autorails deux essieux…,automotrice,img/catalog/F_P/X97150_T1V_R.gif
cat-7971,X 97150,X 97150 — CFTA Bretagne — Les X 97151 97153 ont t repeints depuis 2002 en…,automotrice,img/catalog/F_P/X97150_T2_R.gif
cat-7972,XR 8100,XR 8100 — CFTA Bretagne — Remorque d'autorail unifie repeinte aux couleurs TER…,wagon,img/catalog/F_P/XR8100_T1V_R.gif
cat-7973,G 1206,"G 1206 — Locomotives Diesel — Dernire version des G1206, avec moteur MTU et… [Colas_G1206]",locomotive,img/catalog/F_P/Colas_G1206_R.gif
cat-7974,G 1000,G 1000 — Locomotives Diesel — 4 exemplaires construits entre 2008 et 2011,locomotive,img/catalog/F_P/Colas_G1000_R.gif
cat-7975,G 2000,G 2000 — Locomotives Diesel — 4 exemplaires lous Vossloh entre 2010 et 2014,locomotive,img/catalog/F_P/Colas_G2000_R.gif
cat-7976,DE 18,DE 18 — Locomotives Diesel — Exemplaires construits en 2016.Livre COLAS RAIL…,locomotive,img/catalog/F_P/Colas_DE18_R.gif
cat-7977,Fanps,"Fanps — Wagons — Bogies Y25, livre Colas Rail",wagon,img/catalog/F_P/Colas_Fanps_Y25_R.gif
cat-7978,Fanps,"Fanps — Wagons — Bogies AFR22, livre Colas Rail",wagon,img/catalog/F_P/Colas_Fanps_Y25_R.gif
cat-7979,Prima E 37500,"Prima E 37500 — Oprateur fret — Type Alstom Prima, similaires aux BB 37000 SNCF",wagon,img/catalog/F_P/Veolia_E37500_R.gif
cat-7980,4800,"4800 — Oprateur fret — Locomotives de type BB 63500, ex CFTA moteur 825 ch",wagon,img/catalog/F_P/CFTA_4800_R.gif
cat-7981,4800,4800 — Oprateur fret — Livre Veolia avec marquages CFTA Cargo pour la 4818,wagon,img/catalog/F_P/CFTA_4800_RB_R.gif
cat-7982,G 1000,G 1000 — Oprateur fret — Mak G 1000 en livre Veolia,wagon,img/catalog/F_P/Veolia_G1000_R.gif
cat-7983,G 1206,"G 1206 — Oprateur fret — Mak G1206 climatises moteur Caterpillar, aux couleurs…",wagon,img/catalog/F_P/Connex_G1206_CC_ATB_R.gif
cat-7984,G 1206,"G 1206 — Oprateur fret — Avec logo Veolia : 1545, 1573, 1574, 1722, 1725",wagon,img/catalog/F_P/Veolia_G1206_CC_ATB_R.gif
cat-7985,G 1206,G 1206 — Oprateur fret — Mak G1206 aux couleurs du loueur MRCE,wagon,img/catalog/F_P/Veolia_G1206_MRCE_R.gif
cat-7986,G 1206,G 1206 — Oprateur fret — Mak G1206 en livre Veolia,wagon,img/catalog/F_P/Veolia_G1206_R.gif
cat-7987,G 2000,"G 2000 — Oprateur fret — 3 exemplaires lous Angel Trains : 1749, 55 et 56",wagon,img/catalog/F_P/Veolia_G2000_B_R.gif
cat-7988,E186,E186 — Locomotives lectriques — Bombardier Traxx,locomotive,img/catalog/F_P/ECR_E186_R.gif
cat-7989,BB 27000,BB 27000 — Locomotives lectriques — Prima ex SNCF loues Akiem [ECR_27000_L1],locomotive,img/catalog/F_P/ECR_27000_L1_R.gif
cat-7990,BB 27000,BB 27000 — Locomotives lectriques — Prima ex SNCF loues Akiem [ECR_27000_L2],locomotive,img/catalog/F_P/ECR_27000_L2_R.gif
cat-7991,G 1206,G 1206 — Locomotives diesel — 4 exemplaires : FB 1544 1547,locomotive,img/catalog/F_P/ECR_G1206_CC_Bx_R.gif
cat-7992,G 1000,G 1000 — Locomotives diesel — Mak G 1000,locomotive,img/catalog/F_P/ECR_G1000_R.gif
cat-7993,G 2000,G 2000 — Locomotives diesel — 10 exemplaires lous Angel Trains,locomotive,img/catalog/F_P/ECR_G2000_R.gif
cat-7997,Fanps,Fanps — Wagons — Wagons 3 trmies de type SGW EX 100,wagon,img/catalog/F_P/ECR_EX100_R.gif
cat-7998,Fanps 47 m3,"Fanps 47 m3 — Wagons — Construits par Greenbrier, proprit de Nacco",wagon,img/catalog/F_P/ECR_Fanps47_R.gif
cat-7999,Fanps 53 m3,Fanps 53 m3 — Wagons — Lou Millet [ECR_Fanps53_Millet],wagon,img/catalog/F_P/ECR_Fanps53_Millet_R.gif
cat-8000,27000,27000 — Locomotives lectriques — BB 27000 loues Akiem,locomotive,img/catalog/F_P/ETF_27000_B_R.gif
cat-8001,27000,27000 — Locomotives lectriques — La BB 27143 loue Akiem a servi de locomotive…,locomotive,img/catalog/F_P/ETF_27000_Regiorail_R.gif
cat-8002,37000,37000 — Locomotives lectriques — BB 37000 loue Akiem,locomotive,img/catalog/F_P/ETF_37000_B_R.gif
cat-8003,G 1206,"G 1206 — Locomotives Diesel — Dernire version des G1206, avec moteur MTU et… [ETF_G1206_MC]",locomotive,img/catalog/F_P/ETF_G1206_MC_R.gif
cat-8005,75000,75000 — Locomotives Diesel — BB 75000 loues Akiem,locomotive,img/catalog/F_P/ETF_75000_B_R.gif
cat-8008,Prima E 37500,"Prima E 37500 — Locomotives lectriques — Type Alstom Prima, ex Veolia",locomotive,img/catalog/F_P/Europorte_E37500_R.gif
cat-8009,4800,"4800 — Locomotives diesel — 4801 4818, ex CFTA / Veolia",locomotive,img/catalog/F_P/Europorte_4800_R.gif
cat-8010,4800,4800 — Locomotives diesel — Nouvelle livre Europorte,locomotive,img/catalog/F_P/Europorte_4800_L2_R.gif
cat-8011,G 1000,G 1000 — Europorte — Mak G 1000 ex Veolia,wagon,img/catalog/F_P/Europorte_G1000_LV_R.gif
cat-8012,G 1000,G 1000 — Europorte — Directement achetes par Europorte (livraison en 2011/2),wagon,img/catalog/F_P/Europorte_G1000_R.gif
cat-8013,G 1206,G 1206 — Europorte — Mak G 1206 ex Veolia,wagon,img/catalog/F_P/Europorte_G1206_LV_R.gif
cat-8014,G 1206,G 1206 — Europorte — G 1206 aux couleurs du loueur Angel Trains,wagon,img/catalog/F_P/Europorte_G1206_CC_ATB_R.gif
cat-8015,G 2000,"G 2000 — Europorte — 3 exemplaires lous Angel Trains : 1749, 55 et 56",wagon,img/catalog/F_P/Europorte_G2000_ATB_R.gif
cat-8017,4000,4000 — Europorte — Livre actuelle Europorte,wagon,img/catalog/F_P/Europorte_4000_R.gif
cat-8018,Y 6100,Y 6100 — Locomotives Diesel — Un exemplaire numrot 8,locomotive,img/catalog/F_P/MStC_Y6100_R.gif
cat-8024,BB 27000,BB 27000 — Locomotives lectriques — Loues Akiem,locomotive,img/catalog/F_P/OSR_27000_R.gif
cat-8025,G 1206,G 1206 — Locomotives Diesel — G 1206 ex SNCF : les 61011 et 13 ont t loues par…,locomotive,img/catalog/F_P/OSR_G1206_CC_61000_R.gif
cat-8026,BB 75000,BB 75000 — Locomotives Diesel — Loues Akiem [OSR_75000],locomotive,img/catalog/F_P/OSR_75000_R.gif
cat-8027,BB 75000,BB 75000 — Locomotives Diesel — Loues Akiem [OSR_75000_L2],locomotive,img/catalog/F_P/OSR_75000_L2_R.gif
cat-8028,G1000,G1000 — Locomotives — Locomotives loues DB Cargo France (ex ECR),locomotive,img/catalog/F_P/Railcoop_G1000_R.gif
cat-8030,50,50 — 50 / 300 — Livre d'origine [BDR_50_J1],wagon,img/catalog/F_P/BDR_50_J1_R.gif
cat-8031,50,50 — 50 / 300 — Livre d'origine [BDR_50_J2],wagon,img/catalog/F_P/BDR_50_J2_R.gif
cat-8032,50,50 — 50 / 300 — Nouvelle livre [BDR_50_J3],wagon,img/catalog/F_P/BDR_50_J3_R.gif
cat-8033,50,50 — 50 / 300 — Nouvelle livre [BDR_50_J4],wagon,img/catalog/F_P/BDR_50_J4_R.gif
cat-8034,1200,1200 — Livre d'origine,wagon,img/catalog/F_P/BDR_1200_J1_R.gif
cat-8038,1200,1200 — Livre actuelle,wagon,img/catalog/F_P/BDR_1200_J3_R.gif
cat-8040,1400,1400 — Livre et marquages d'origine,wagon,img/catalog/F_P/BDR_1400_J1_R.gif
cat-8041,1400,1400 — Livre actuelle (RDT 13),wagon,img/catalog/F_P/BDR_1400_J2_R.gif
cat-8042,G 1206,G 1206 — Livre RDT13,wagon,img/catalog/F_P/RDT13_G1206_R.gif
cat-8043,G 2000,G 2000 — Livre RDT13,wagon,img/catalog/F_P/RDT13_G2000_R.gif
cat-8045,BB General Electric,BB General Electric — SE — 10 exemplaires : 4028 37,locomotive,img/catalog/F_P/SE_BBGE.gif
cat-8051,BB 71000,BB 71000 — Locomotives Diesel et locotracteurs — Ex-BB 71003 et 71011 SNCF,locomotive,img/catalog/F_P/VFL_71000_Anim_R.gif
cat-8052,BB 63500,BB 63500 — Locomotives Diesel et locotracteurs — Ex-BB 63795 et 63622 SNCF,locomotive,img/catalog/F_P/VFL_63500_R.gif
cat-8055,Trmie,Trmie — Houillres de Blanzy [Blanzy_Tremie1],wagon,img/catalog/F_P/Blanzy_Tremie1.gif
cat-8056,Trmie,Trmie — Houillres de Blanzy [Blanzy_Tremie2],wagon,img/catalog/F_P/Blanzy_Tremie2.gif
cat-8057,BB 63000,BB 63000 — Type BB 63000 — Livre orange SECO DG,automotrice,img/catalog/F_P/Travaux/DG_BB63000_O2_R.gif
cat-8058,BB 63000,BB 63000 — Type BB 63000 — Variante de livre orange SECO DG,automotrice,img/catalog/F_P/Travaux/DG_BB63000_O3_R.gif
cat-8059,BB 63000,BB 63000 — Type BB 63000 — Livre jaune SECO DG,automotrice,img/catalog/F_P/Travaux/DG_BB63000_J_R.gif
cat-8060,BB 63000,BB 63000 — Type BB 63000 — Livre actuelle SECO Rail,automotrice,img/catalog/F_P/Travaux/SECO_BB63000_R.gif
cat-8061,211,211 — Type V100 DB — Livre orange SECO DG,automotrice,img/catalog/F_P/Travaux/DG_211_O_R.gif
cat-8062,211,211 — Type V100 DB — Livre orange et jaune SECO RAIL (puis COLAS RAIL),automotrice,img/catalog/F_P/Travaux/SECO_211_O2_R.gif
cat-8063,211,211 — Type V100 DB — Aprs rvision (nouvelles persiennes sur le petit capot),automotrice,img/catalog/F_P/Travaux/COLAS_211_RG_O2_R.gif
cat-8064,212,212 — Type V100 DB — Livre orange et jaune SECO RAIL (puis COLAS RAIL),automotrice,img/catalog/F_P/Travaux/SECO_212_O2_R.gif
cat-8065,212,212 — Type V100 DB — Aprs rvision (nouvelles persiennes sur le petit capot…,automotrice,img/catalog/F_P/Travaux/COLAS_212_RG_O2_R.gif
cat-8066,CC 65507,CC 65507 — Type CC 65500 — Livre Desquenne & Giral,automotrice,img/catalog/F_P/Travaux/DG_CC65507_O1_R.gif
cat-8067,CC 65507,CC 65507 — Type CC 65500 — Livre modifie avec logos SECO DG,automotrice,img/catalog/F_P/Travaux/DG_CC65507_O2_R.gif
cat-8068,CC 65507,CC 65507 — Type CC 65500 — Deuxime livre (SECO DG),automotrice,img/catalog/F_P/Travaux/DG_CC65507_J1_R.gif
cat-8069,CC 65507,CC 65507 — Type CC 65500 — Troisime livre (SECO DGC),automotrice,img/catalog/F_P/Travaux/DG_CC65507_J2_R.gif
cat-8070,CC 65507,CC 65507 — Type CC 65500 — Livre actuelle SECO Rail (depuis 2006),automotrice,img/catalog/F_P/Travaux/SECO_CC65507_R.gif
